"country","year","Party","Seats","Banzhaf Power Index","perc of seats","Shapley-Shubik Power Index"
"Finland","1999","Left Alliance",20,0.0405405405405,0.1,0.0464285714286
"Finland","1999","National Coalition Party",46,0.259009009009,0.23,0.248015873016
"Finland","1999","Swedish Peoples Party in Finland",11,0.0405405405405,0.055,0.0464285714286
"Finland","1999","Christian League of Finland",10,0.0405405405405,0.05,0.0464285714286
"Finland","1999","Independents/Outside Parties",1,0.0045045045045,0.005,0.00595238095238
"Finland","1999","Reform Group",1,0.0045045045045,0.005,0.00595238095238
"Finland","1999","True Finns",1,0.0045045045045,0.005,0.00595238095238
"Finland","1999","Centre Party of Finland",48,0.281531531532,0.24,0.273412698413
"Finland","1999","Green League",11,0.0405405405405,0.055,0.0464285714286
"Finland","2003","Christian Democrats in Finland",7,0.0344827586207,0.035,0.034126984127
"Finland","2003","Independents/Outside Parties",1,0.00229885057471,0.005,0.00198412698413
"Finland","2003","True Finns",3,0.00229885057471,0.015,0.00198412698413
"Finland","2003","Swedish Peoples Party in Finland",8,0.0390804597701,0.04,0.0400793650794
"Finland","2003","Green League",14,0.0390804597701,0.07,0.0400793650794
"Finland","2003","Left Alliance",19,0.0390804597701,0.095,0.0400793650794
"Finland","2003","National Coalition Party",40,0.255172413793,0.2,0.234126984127
"Finland","2003","Social Democratic Party of Finland",53,0.291954022989,0.265,0.300793650794
"Finland","2003","Centre Party of Finland",55,0.296551724138,0.275,0.306746031746
"Finland","2007","Left Alliance",17,0.0214797136038,0.085,0.0257936507937
"Finland","2007","Centre Party of Finland",51,0.307875894988,0.255,0.311507936508
"Finland","2007","National Coalition Party",50,0.303102625298,0.25,0.305555555556
"Finland","2007","Social Democratic Party of Finland",45,0.284009546539,0.225,0.257936507937
"Finland","2007","Green League",15,0.0214797136038,0.075,0.0257936507937
"Finland","2007","Swedish Peoples Party in Finland",9,0.0214797136038,0.045,0.0257936507937
"Finland","2007","Christian Democrats in Finland",7,0.0214797136038,0.035,0.0257936507937
"Finland","2007","True Finns",5,0.0167064439141,0.025,0.0198412698413
"Finland","2007","Independents/Outside Parties",1,0.00238663484487,0.005,0.00198412698413
"Germany","1990","Party of the Democratic Socialism",17,0.0769230769231,0.0256797583082,0.0666666666667
"Germany","1990","Christian Social Union",51,0.0769230769231,0.0770392749245,0.0666666666667
"Germany","1990","Free Democratic Party",79,0.230769230769,0.119335347432,0.233333333333
"Germany","1990","Alliance 90/Greens",8,0,0.012084592145,0
"Germany","1990","Social Democratic Party of Germany",239,0.230769230769,0.361027190332,0.233333333333
"Germany","1990","Christian Democratic Union of Germany",268,0.384615384615,0.404833836858,0.4
"Germany","1994","Christian Social Union",50,0.142857142857,0.0744047619048,0.133333333333
"Germany","1994","Party of the Democratic Socialism",30,0,0.0446428571429,0
"Germany","1994","Free Democratic Party",47,0.142857142857,0.0699404761905,0.133333333333
"Germany","1994","Christian Democratic Union of Germany",244,0.285714285714,0.363095238095,0.3
"Germany","1994","The Greens",49,0.142857142857,0.0729166666667,0.133333333333
"Germany","1994","Social Democratic Party of Germany",252,0.285714285714,0.375,0.3
"Germany","1998","The Greens",47,0.0909090909091,0.0702541106129,0.1
"Germany","1998","Free Democratic Party",43,0.0909090909091,0.0642750373692,0.1
"Germany","1998","Party of the Democratic Socialism",36,0,0.0538116591928,0
"Germany","1998","Social Democratic Party of Germany",298,0.636363636364,0.445440956652,0.6
"Germany","1998","Christian Democratic Union of Germany",198,0.0909090909091,0.295964125561,0.1
"Germany","1998","Christian Social Union",47,0.0909090909091,0.0702541106129,0.1
"Germany","2002","Party of the Democratic Socialism",2,0,0.00331674958541,0
"Germany","2002","Free Democratic Party",47,0,0.077943615257,0
"Germany","2002","The Greens",55,0.166666666667,0.0912106135987,0.166666666667
"Germany","2002","Christian Social Union",58,0.166666666667,0.0961857379768,0.166666666667
"Germany","2002","Christian Democratic Union of Germany",190,0.166666666667,0.315091210614,0.166666666667
"Germany","2002","Social Democratic Party of Germany",251,0.5,0.416252072968,0.5
"Germany","2005","Christian Social Union",46,0.107142857143,0.0749185667752,0.1
"Germany","2005","The Greens",51,0.107142857143,0.0830618892508,0.1
"Germany","2005","The Left",54,0.107142857143,0.0879478827362,0.1
"Germany","2005","Free Democratic Party",61,0.107142857143,0.099348534202,0.1
"Germany","2005","Christian Democratic Union of Germany",180,0.178571428571,0.293159609121,0.2
"Germany","2005","Social Democratic Party of Germany",222,0.392857142857,0.361563517915,0.4
"Germany","2009","The Greens",68,0.0714285714286,0.109324758842,0.0666666666667
"Germany","2009","Christian Social Union",45,0.0714285714286,0.072347266881,0.0666666666667
"Germany","2009","Christian Democratic Union of Germany",194,0.357142857143,0.311897106109,0.366666666667
"Germany","2009","Social Democratic Party of Germany",146,0.214285714286,0.234726688103,0.233333333333
"Germany","2009","Free Democratic Party",93,0.142857142857,0.149517684887,0.133333333333
"Germany","2009","The Left",76,0.142857142857,0.122186495177,0.133333333333
"Greece","1946","List of Independents",2,0,0.00564971751412,0
"Greece","1946","National Party of Greece",20,0,0.0564971751412,0
"Greece","1946","Union of the Nationalists",9,0,0.0254237288136,0
"Greece","1946","Union of Agrarian Parties",1,0,0.00282485875706,0
"Greece","1946","Liberal Party",48,0,0.135593220339,0
"Greece","1946","National Political Union",68,0,0.19209039548,0
"Greece","1946","United Coalition of Nationalists",206,1,0.581920903955,1
"Greece","1950","Party of G. Papandreou",35,0.10060362173,0.14,0.103968253968
"Greece","1950","Liberal Party",56,0.229376257545,0.224,0.23253968254
"Greece","1950","Progressive National Union of the Center",45,0.177062374245,0.18,0.174206349206
"Greece","1950","National Recreation Front",7,0.0301810865191,0.028,0.0297619047619
"Greece","1950","New Party",1,0.00603621730382,0.004,0.00595238095238
"Greece","1950","Political Independent Front",16,0.0643863179074,0.064,0.0619047619048
"Greece","1950","Farmers and Workers Front",3,0.0140845070423,0.012,0.0130952380952
"Greece","1950","Democratic Front",18,0.0824949698189,0.072,0.0809523809524
"Greece","1950","National Party of Greece",7,0.0301810865191,0.028,0.0297619047619
"Greece","1950","Popular Party",62,0.265593561368,0.248,0.267857142857
"Greece","1951","Hellenic Association Party",114,0.333333333333,0.441860465116,0.333333333333
"Greece","1951","Liberal Party",57,0.333333333333,0.220930232558,0.333333333333
"Greece","1951","United Left Democracy",10,0,0.0387596899225,0
"Greece","1951","Popular Party",2,0,0.0077519379845,0
"Greece","1951","Farmers and Workers Association Party",1,0,0.00387596899225,0
"Greece","1951","National Progressive Party of the Center",74,0.333333333333,0.286821705426,0.333333333333
"Greece","1956","National Radical Union",165,1,0.55,1
"Greece","1956","List of Independents",3,0,0.01,0
"Greece","1956","Union Democracy",132,0,0.44,0
"Greece","1958","Union of Progressive Agricultural Democracy",10,0,0.0333333333333,0
"Greece","1958","National Radical Union",171,1,0.57,1
"Greece","1958","Union of Popular Party",4,0,0.0133333333333,0
"Greece","1958","United Left Democracy",79,0,0.263333333333,0
"Greece","1958","Liberal Party",36,0,0.12,0
"Greece","1961","National Radical Union",176,1,0.586666666667,1
"Greece","1961","Union of the Center-Progressive Party",100,0,0.333333333333,0
"Greece","1961","Pan-Democratic Agricultural Front of Greece",24,0,0.08,0
"Greece","1963","Progressive Party",2,0,0.00666666666667,0
"Greece","1963","National Radical Union",132,0.333333333333,0.44,0.333333333333
"Greece","1963","United Left Democracy",28,0.333333333333,0.0933333333333,0.333333333333
"Greece","1963","Union of the Center",138,0.333333333333,0.46,0.333333333333
"Greece","1964","National Radical Union-Progressive Party",107,0,0.356666666667,0
"Greece","1964","United Left Democracy",22,0,0.0733333333333,0
"Greece","1964","Union of the Center",171,1,0.57,1
"Greece","1974","Pan-Hellenic Socialist Movement",12,0,0.0416666666667,0
"Greece","1974","New Democracy",211,1,0.732638888889,1
"Greece","1974","Union of the Center-New Forces",57,0,0.197916666667,0
"Greece","1974","United Left",8,0,0.0277777777778,0
"Greece","1977","New Democracy",164,1,0.569444444444,1
"Greece","1977","Pan-Hellenic Socialist Movement",88,0,0.305555555556,0
"Greece","1977","Conservative Democratic Party",16,0,0.0555555555556,0
"Greece","1977","Communist Party of Greece",11,0,0.0381944444444,0
"Greece","1977","Union of Progressives",5,0,0.0173611111111,0
"Greece","1977","Neoliberal Party",2,0,0.00694444444444,0
"Greece","1977","Coalition of Progressive and Left Forces",2,0,0.00694444444444,0
"Greece","1981","Pan-Hellenic Socialist Movement",165,1,0.572916666667,1
"Greece","1981","Communist Party of Greece",13,0,0.0451388888889,0
"Greece","1981","New Democracy",110,0,0.381944444444,0
"Greece","1985","KKE-ES",1,0,0.00347222222222,0
"Greece","1985","Pan-Hellenic Socialist Movement",155,1,0.538194444444,1
"Greece","1985","New Democracy",121,0,0.420138888889,0
"Greece","1985","Communist Party of Greece",11,0,0.0381944444444,0
"Greece","1990","Trust",1,0.000968054211036,0.00347222222222,0.00909090909091
"Greece","1990","Fate",1,0.000968054211036,0.00347222222222,0.00909090909091
"Greece","1990","Coalition of Samos",1,0.000968054211036,0.00347222222222,0.00909090909091
"Greece","1990","Democratic Initiative of Lefkada",1,0.000968054211036,0.00347222222222,0.00909090909091
"Greece","1990","Initiative of Zakynthos",1,0.000968054211036,0.00347222222222,0.00909090909091
"Greece","1990","Democratic Initiative of Keffalonia",1,0.000968054211036,0.00347222222222,0.00909090909091
"Greece","1990","Ecologists Alternative",1,0.000968054211036,0.00347222222222,0.00909090909091
"Greece","1990","Democratic Rebirth",1,0.000968054211036,0.00347222222222,0.00909090909091
"Greece","1990","New Democracy",144,0.99031945789,0.5,0.909090909091
"Greece","1990","Pan-Hellenic Socialist Movement",118,0.000968054211036,0.409722222222,0.00909090909091
"Greece","1990","Coalition of the Left of Movements and Ecology",18,0.000968054211036,0.0625,0.00909090909091
"Greece","1993","New Democracy",118,0,0.409722222222,0
"Greece","1993","Pan-Hellenic Socialist Movement",163,1,0.565972222222,1
"Greece","1993","Political Spring",4,0,0.0138888888889,0
"Greece","1993","Communist Party of Greece",3,0,0.0104166666667,0
"Greece","1996","Pan-Hellenic Socialist Movement",156,1,0.543554006969,1
"Greece","1996","Communist Party of Greece",11,0,0.0383275261324,0
"Greece","1996","Democratic Social Movement DHKKI",8,0,0.0278745644599,0
"Greece","1996","Coalition of the Left of Movements and Ecology",10,0,0.0348432055749,0
"Greece","1996","New Democracy",102,0,0.355400696864,0
"Greece","2000","Coalition of the Left of Movements and Ecology",6,0,0.0208333333333,0
"Greece","2000","New Democracy",123,0,0.427083333333,0
"Greece","2000","Pan-Hellenic Socialist Movement",148,1,0.513888888889,1
"Greece","2000","Communist Party of Greece",11,0,0.0381944444444,0
"Greece","2004","Communist Party of Greece",12,0,0.0416666666667,0
"Greece","2004","Pan-Hellenic Socialist Movement",111,0,0.385416666667,0
"Greece","2004","Coalition of the Left of Movements and Ecology",6,0,0.0208333333333,0
"Greece","2004","New Democracy",159,1,0.552083333333,1
"Iceland","1959","Progressive Party",17,0.166666666667,0.34693877551,0.166666666667
"Iceland","1959","Labour Union",6,0.166666666667,0.122448979592,0.166666666667
"Iceland","1959","Social Democratic Party",5,0.166666666667,0.102040816327,0.166666666667
"Iceland","1959","Independence Party",21,0.5,0.428571428571,0.5
"Iceland","1963","Progressive Party",19,0.333333333333,0.387755102041,0.333333333333
"Iceland","1963","Social Democratic Party",4,0,0.0816326530612,0
"Iceland","1963","Labour Union",6,0.333333333333,0.122448979592,0.333333333333
"Iceland","1963","Independence Party",20,0.333333333333,0.408163265306,0.333333333333
"Iceland","1967","Social Democratic Party",5,0.166666666667,0.102040816327,0.166666666667
"Iceland","1967","Independence Party",20,0.5,0.408163265306,0.5
"Iceland","1967","Progressive Party",18,0.166666666667,0.367346938776,0.166666666667
"Iceland","1967","Labour Union",5,0.166666666667,0.102040816327,0.166666666667
"Iceland","1967","Outside Parties",1,0,0.0204081632653,0
"Iceland","1971","Independence Party",20,0.384615384615,0.408163265306,0.4
"Iceland","1971","Social Democratic Party",2,0.0769230769231,0.0408163265306,0.0666666666667
"Iceland","1971","Union of Liberals and Leftists",3,0.0769230769231,0.0612244897959,0.0666666666667
"Iceland","1971","Labour Union",7,0.230769230769,0.142857142857,0.233333333333
"Iceland","1971","Progressive Party",17,0.230769230769,0.34693877551,0.233333333333
"Iceland","1974","Union of Liberals and Leftists",1,0,0.0204081632653,0
"Iceland","1974","Independence Party",22,0.333333333333,0.448979591837,0.333333333333
"Iceland","1974","Progressive Party",17,0.333333333333,0.34693877551,0.333333333333
"Iceland","1974","Labour Union",8,0.333333333333,0.163265306122,0.333333333333
"Iceland","1974","Social Democratic Party",1,0,0.0204081632653,0
"Iceland","1978","Independence Party",17,0.5,0.34693877551,0.5
"Iceland","1978","Social Democratic Party",9,0.166666666667,0.183673469388,0.166666666667
"Iceland","1978","Labour Union",11,0.166666666667,0.224489795918,0.166666666667
"Iceland","1978","Progressive Party",12,0.166666666667,0.244897959184,0.166666666667
"Iceland","1979","Labour Union",10,0.230769230769,0.204081632653,0.233333333333
"Iceland","1979","Independence Party",14,0.230769230769,0.285714285714,0.233333333333
"Iceland","1979","Progressive Party",17,0.384615384615,0.34693877551,0.4
"Iceland","1979","Outside Parties",1,0.0769230769231,0.0204081632653,0.0666666666667
"Iceland","1979","Social Democratic Party",7,0.0769230769231,0.142857142857,0.0666666666667
"Iceland","1983","Progressive Party",14,0.192307692308,0.285714285714,0.2
"Iceland","1983","Independence Party",21,0.423076923077,0.428571428571,0.433333333333
"Iceland","1983","Labour Union",9,0.192307692308,0.183673469388,0.2
"Iceland","1983","Social Democratic Party",3,0.115384615385,0.0612244897959,0.1
"Iceland","1983","Womens Alliance",1,0.0384615384615,0.0204081632653,0.0333333333333
"Iceland","1983","Social Democratic Alliance",1,0.0384615384615,0.0204081632653,0.0333333333333
"Iceland","1987","Association for Equality and Social Justice",1,0.0178571428571,0.02,0.0166666666667
"Iceland","1987","Womens Alliance",2,0.0535714285714,0.04,0.05
"Iceland","1987","Citizens Party",3,0.0714285714286,0.06,0.0666666666667
"Iceland","1987","Social Democratic Party",7,0.125,0.14,0.116666666667
"Iceland","1987","Labour Union",8,0.160714285714,0.16,0.15
"Iceland","1987","Progressive Party",13,0.214285714286,0.26,0.233333333333
"Iceland","1987","Independence Party",16,0.357142857143,0.32,0.366666666667
"Iceland","1999","Liberal Party of Iceland",1,0.04,0.02,0.0333333333333
"Iceland","1999","Progressive Party",10,0.2,0.2,0.2
"Iceland","1999","The Alliance",14,0.2,0.28,0.2
"Iceland","1999","Independence Party",23,0.44,0.46,0.45
"Iceland","1999","Left Green Movement",2,0.12,0.04,0.116666666667
"Iceland","2003","Independence Party",19,0.333333333333,0.351851851852,0.333333333333
"Iceland","2003","Liberal Party of Iceland",2,0,0.037037037037,0
"Iceland","2003","Left Green Movement",4,0,0.0740740740741,0
"Iceland","2003","Progressive Party",11,0.333333333333,0.203703703704,0.333333333333
"Iceland","2003","The Alliance",18,0.333333333333,0.333333333333,0.333333333333
"Iceland","2007","Independence Party",24,0.5,0.444444444444,0.5
"Iceland","2007","The Alliance",15,0.166666666667,0.277777777778,0.166666666667
"Iceland","2007","Left Green Movement",8,0.166666666667,0.148148148148,0.166666666667
"Iceland","2007","Progressive Party",6,0.166666666667,0.111111111111,0.166666666667
"Iceland","2007","Liberal Party of Iceland",1,0,0.0185185185185,0
"Indonesia","1999","Massa Marhaen PNI-Massa Marhaen [PNI]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Indonesia","1999","Perjuangan PDI Perjuangan [PDI]",153,0.325633589121,0.331168831169,0.346658819337
"Indonesia","1999","Front Marhaenis Partai-Front Marhaenis [PNI]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Indonesia","1999","Partai Kebangkitan Umat [PKU]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Indonesia","1999","Partai Ikatan Pendukung Kemerdekaan Indonesia [IPKI]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Indonesia","1999","Persatuan Partai Persatuan [P]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Indonesia","1999","Daulat Rakyat Partai Daulat Rakyat [P]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Indonesia","1999","Partai Demokrasi Indonesia [PDI]",3,0.00782516377422,0.00649350649351,0.00625227026156
"Indonesia","1999","Partai Demokrasi Kasih Bangsa [PDKB]",4,0.0104030442379,0.00865800865801,0.00822290025076
"Indonesia","1999","Partai Nahdlatul Ummat [PNU]",4,0.0104030442379,0.00865800865801,0.00822290025076
"Indonesia","1999","Partai Politik Islam Indonesia Masyumi [MASYUMI]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Indonesia","1999","Partai Keadilan dan Persatuan [PKP]",4,0.0104030442379,0.00865800865801,0.00822290025076
"Indonesia","1999","Keadilan Partai Keadilan [P]",6,0.0156533782946,0.012987012987,0.012129322346
"Indonesia","1999","Bulan Bintang Partai Bulan Bintang [P]",13,0.0452598523846,0.0281385281385,0.0341840563977
"Indonesia","1999","Partai Amanat Nasional [PAN]",37,0.0744707463955,0.0800865800866,0.0729705365154
"Indonesia","1999","Partai Katolik Demokrat [PKD]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Indonesia","1999","Partai Kebangkitan [PKB]",51,0.115395488557,0.11038961039,0.109016147251
"Indonesia","1999","Partai Persatuan Pembangunan [PPP]",58,0.150945832986,0.125541125541,0.13725579546
"Indonesia","1999","Partai GOLKAR [GOLKAR]",119,0.207522936526,0.257575757576,0.236291829945
"Indonesia","1999","Partai Syarikat Islam Indonesia [PSII]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Indonesia","1999","Partai Bhinneka Tunggal Ika Indonesia [PBI]",1,0.00260838792474,0.0021645021645,0.00205725217335
"Ireland","1981","Socialist Labour Party [S.L.P.]",1,0.0192307692308,0.00602409638554,0.0166666666667
"Ireland","1981","Non-Party",2,0.0384615384615,0.0120481927711,0.0333333333333
"Ireland","1981","Republican Party",78,0.423076923077,0.469879518072,0.433333333333
"Ireland","1981","Independent [Ind.]",4,0.115384615385,0.0240963855422,0.1
"Ireland","1981","Labour [Lab.]",15,0.192307692308,0.0903614457831,0.2
"Ireland","1981","United Ireland",65,0.192307692308,0.39156626506,0.2
"Ireland","1981","We Ourselves-Workers Party",1,0.0192307692308,0.00602409638554,0.0166666666667
"Ireland","1989","Republican Party",77,0.625698324022,0.463855421687,0.587698412698
"Ireland","1989","Green Alliance [G.A.] renamed Green Party [G.P.]",1,0.00558659217877,0.00602409638554,0.00555555555556
"Ireland","1989","Non-Party",2,0.00558659217877,0.0120481927711,0.00555555555556
"Ireland","1989","Independent [Ind.]",2,0.00558659217877,0.0120481927711,0.00555555555556
"Ireland","1989","Progressive Democrats [P.D.]",6,0.0837988826816,0.0361445783133,0.084126984127
"Ireland","1989","Workers Party [W.P.]",7,0.0893854748603,0.0421686746988,0.101984126984
"Ireland","1989","Labour [Lab.]",15,0.0893854748603,0.0903614457831,0.101984126984
"Ireland","1989","United Ireland",55,0.0893854748603,0.331325301205,0.101984126984
"Ireland","1989","Democratic Socialist Party [D.S.P.]",1,0.00558659217877,0.00602409638554,0.00555555555556
"Ireland","1997","Independent [Ind.]",3,0.0412234042553,0.0180722891566,0.0416666666667
"Ireland","1997","Socialist Party [S.P.]",1,0.0119680851064,0.00602409638554,0.00992063492063
"Ireland","1997","We Ourselves",1,0.0119680851064,0.00602409638554,0.00992063492063
"Ireland","1997","Green Alliance [G.A.] renamed Green Party [G.P.]",2,0.0279255319149,0.0120481927711,0.0257936507937
"Ireland","1997","Non-Party",3,0.0412234042553,0.0180722891566,0.0416666666667
"Ireland","1997","Progressive Democrats [P.D.]",4,0.0545212765957,0.0240963855422,0.0555555555556
"Ireland","1997","Democratic Left [D.L.]",4,0.0545212765957,0.0240963855422,0.0555555555556
"Ireland","1997","Labour [Lab.]",17,0.0757978723404,0.102409638554,0.105158730159
"Ireland","1997","United Ireland",54,0.0757978723404,0.325301204819,0.105158730159
"Ireland","1997","Republican Party",77,0.605053191489,0.463855421687,0.549603174603
"Israel","1949","WIZO",1,0.00573248407643,0.00833333333333,0.00501443001443
"Israel","1949","Fighters List",1,0.00573248407643,0.00833333333333,0.00501443001443
"Israel","1949","Yemenite Association",1,0.00573248407643,0.00833333333333,0.00501443001443
"Israel","1949","Democratic Party of Nazareth",2,0.012101910828,0.0166666666667,0.00952380952381
"Israel","1949","Maki",4,0.0229299363057,0.0333333333333,0.0173520923521
"Israel","1949","Sephardim and Edot Mizrah",4,0.0229299363057,0.0333333333333,0.0173520923521
"Israel","1949","Progressive Party",5,0.0286624203822,0.0416666666667,0.0215007215007
"Israel","1949","General Zionists",7,0.0458598726115,0.0583333333333,0.0328282828283
"Israel","1949","Herut Movement",14,0.0987261146497,0.116666666667,0.110714285714
"Israel","1949","United Religious Front",16,0.0993630573248,0.133333333333,0.119805194805
"Israel","1949","Mapam",19,0.0993630573248,0.158333333333,0.119805194805
"Israel","1949","Mapai",46,0.552866242038,0.383333333333,0.536075036075
"Israel","1951","Kidmah Vaavodah",1,0.00686925136803,0.00833333333333,0.00625763125763
"Israel","1951","Hakla`ut Ufituah",1,0.00686925136803,0.00833333333333,0.00625763125763
"Israel","1951","Yemenite Association",1,0.00686925136803,0.00833333333333,0.00625763125763
"Israel","1951","Hamizrahi",2,0.0137773120658,0.0166666666667,0.0121739371739
"Israel","1951","Poalei Agudat Yisrael",2,0.0137773120658,0.0166666666667,0.0121739371739
"Israel","1951","Mapam",15,0.0801412659603,0.125,0.112728937729
"Israel","1951","General Zionists",20,0.0802188846199,0.166666666667,0.118223443223
"Israel","1951","Mapai",45,0.555633174215,0.375,0.511041736042
"Israel","1951","Spharadim and Edot Mizrah",2,0.0137773120658,0.0166666666667,0.0121739371739
"Israel","1951","Democratic list of Israeli Arabs",3,0.0206853727636,0.025,0.0183039183039
"Israel","1951","Agudat Yisrael",3,0.0206853727636,0.025,0.0183039183039
"Israel","1951","Progressive Party",4,0.027981526759,0.0333333333333,0.0248529248529
"Israel","1951","Maki",5,0.034035782202,0.0416666666667,0.0316489066489
"Israel","1951","Hapoel Hamizrahi",8,0.0593394652074,0.0666666666667,0.0548007548008
"Israel","1951","Herut Movement",8,0.0593394652074,0.0666666666667,0.0548007548008
"Israel","1955","Progressive Party",5,0.0340253748558,0.0416666666667,0.0344877344877
"Israel","1955","Mapai",40,0.492502883506,0.333333333333,0.44310966811
"Israel","1955","Herut Movement",15,0.0888119953864,0.125,0.106349206349
"Israel","1955","General Zionists",13,0.0818915801615,0.108333333333,0.0912698412698
"Israel","1955","Hakla`ut Ufituah",1,0.00634371395617,0.00833333333333,0.00624098124098
"Israel","1955","Democratic list of Israeli Arabs",2,0.0121107266436,0.0166666666667,0.0117965367965
"Israel","1955","United Religious Front",11,0.0692041522491,0.0916666666667,0.0762626262626
"Israel","1955","Ahdut Haavodah",10,0.0634371395617,0.0833333333333,0.0700937950938
"Israel","1955","Mapam",9,0.0588235294118,0.075,0.0646103896104
"Israel","1955","Religious Torah Front",6,0.040369088812,0.05,0.0419913419913
"Israel","1955","Kidmah Vaavodah",2,0.0121107266436,0.0166666666667,0.0117965367965
"Israel","1955","Maki",6,0.040369088812,0.05,0.0419913419913
"Israel","1959","Hakla`ut Ufituah",1,0.00455182072829,0.00833333333333,0.00541125541126
"Israel","1959","Mapai",47,0.660714285714,0.391666666667,0.559343434343
"Israel","1959","Herut Movement",17,0.0563725490196,0.141666666667,0.0934343434343
"Israel","1959","National Religious Party",12,0.0542717086835,0.1,0.0732323232323
"Israel","1959","Mapam",9,0.0451680672269,0.075,0.0545454545455
"Israel","1959","General Zionists",8,0.0416666666667,0.0666666666667,0.0510822510823
"Israel","1959","Ahdut Haavodah",7,0.0367647058824,0.0583333333333,0.044227994228
"Israel","1959","Religious Torah Front",6,0.0332633053221,0.05,0.0401515151515
"Israel","1959","Progressive Party",6,0.0332633053221,0.05,0.0401515151515
"Israel","1959","Maki",3,0.0136554621849,0.025,0.014898989899
"Israel","1959","Shituf Ve`ahvah",2,0.0101540616246,0.0166666666667,0.0117604617605
"Israel","1959","Kidmah Ufituah",2,0.0101540616246,0.0166666666667,0.0117604617605
"Israel","1961","Mapai",42,0.502084574151,0.35,0.463131313131
"Israel","1961","Agudat Yisrael",4,0.02561048243,0.0333333333333,0.0266233766234
"Israel","1961","Shituf Ve`ahvah",2,0.013698630137,0.0166666666667,0.0174963924964
"Israel","1961","Poalei Agudat Yisrael",2,0.013698630137,0.0166666666667,0.0174963924964
"Israel","1961","Kidmah Ufituah",2,0.013698630137,0.0166666666667,0.0174963924964
"Israel","1961","Maki",5,0.0339487790351,0.0416666666667,0.0333694083694
"Israel","1961","Liberal Party",17,0.105419892793,0.141666666667,0.119480519481
"Israel","1961","Herut Movement",17,0.105419892793,0.141666666667,0.119480519481
"Israel","1961","National Religious Party",12,0.0815961882073,0.1,0.0801948051948
"Israel","1961","Mapam",9,0.0553901131626,0.075,0.054797979798
"Israel","1961","Ahdut Haavodah",8,0.0494341870161,0.0666666666667,0.0504329004329
"Israel","1965","Kidmah Ufituah",2,0.0160189854643,0.0166666666667,0.0151542901543
"Israel","1965","Maki",1,0.00800949273213,0.00833333333333,0.00747030747031
"Israel","1965","Haolam Hazeh-Koah Hadash",1,0.00800949273213,0.00833333333333,0.00747030747031
"Israel","1965","Rafi",10,0.082171462474,0.0833333333333,0.0814962814963
"Israel","1965","Rakah",3,0.0243251260753,0.025,0.0234515484515
"Israel","1965","Gahal",26,0.0996736873331,0.216666666667,0.137304362304
"Israel","1965","Alignment",45,0.507861168793,0.375,0.471431346431
"Israel","1965","Shituf Ve`ahvah",2,0.0160189854643,0.0166666666667,0.0151542901543
"Israel","1965","Poalei Agudat Yisrael",2,0.0160189854643,0.0166666666667,0.0151542901543
"Israel","1965","Agudat Yisrael",4,0.0323346188075,0.0333333333333,0.0326506826507
"Israel","1965","Independent Liberals",5,0.0376742806289,0.0416666666667,0.0410922410922
"Israel","1965","National Religious Party",11,0.0886977158113,0.0916666666667,0.0921023421023
"Israel","1965","Mapam",8,0.0631859982201,0.0666666666667,0.0600677100677
"Israel","1969","Haolam Hazeh-Koah Hadash",2,0.00543232231779,0.0166666666667,0.0157342657343
"Israel","1969","Rakah",3,0.0076957899502,0.025,0.02331002331
"Israel","1969","Maki",1,0.00316885468538,0.00833333333333,0.00815850815851
"Israel","1969","Gahal",26,0.00905387052965,0.216666666667,0.0399766899767
"Israel","1969","Agudat Yisrael",4,0.00860117700317,0.0333333333333,0.0324009324009
"Israel","1969","Independent Liberals",4,0.00860117700317,0.0333333333333,0.0324009324009
"Israel","1969","State List",4,0.00860117700317,0.0333333333333,0.0324009324009
"Israel","1969","National Religious Party",12,0.00905387052965,0.1,0.0399766899767
"Israel","1969","Shituf Ve`ahvah",2,0.00543232231779,0.0166666666667,0.0157342657343
"Israel","1969","Alignment",56,0.918062471707,0.466666666667,0.712703962704
"Israel","1969","Poalei Agudat Yisrael",2,0.00543232231779,0.0166666666667,0.0157342657343
"Israel","1969","Kidmah Ufituah",2,0.00543232231779,0.0166666666667,0.0157342657343
"Israel","1969","Hamerkaz Hahofshi",2,0.00543232231779,0.0166666666667,0.0157342657343
"Israel","1973","National Religious Party",10,0.12323943662,0.0833333333333,0.147619047619
"Israel","1973","Likud",39,0.12323943662,0.325,0.147619047619
"Israel","1973","Alignment",51,0.477699530516,0.425,0.478571428571
"Israel","1973","Ratz",3,0.0387323943662,0.025,0.0301587301587
"Israel","1973","Kidmah Ufituah",2,0.0269953051643,0.0166666666667,0.0214285714286
"Israel","1973","Arab List for Bedouins and Villagers",1,0.0129107981221,0.00833333333333,0.0103174603175
"Israel","1973","Moked",1,0.0129107981221,0.00833333333333,0.0103174603175
"Israel","1973","Independent Liberals",4,0.0551643192488,0.0333333333333,0.0456349206349
